question_id	question	query
WebQTrn-2527	what is julia gillard party	julia gillard party
WebQTrn-2528	what is the origin of the turkish language	origin of turkish language
WebQTrn-2529	when did tom brady join the patriots	tom brady join patriots when
WebQTrn-253	where is the nation of greece located	location of greece
WebQTrn-2530	what is isaac newton famous for	isaac newton known for
WebQTrn-2533	where did barack obama went to school	barack obama school location
WebQTrn-254	what three countries does mexico border	mexico border countries
WebQTrn-2542	where does kaka live	kaka live city
WebQTrn-2545	where does the oklahoma city thunder practice	oklahoma city thunder practice location
WebQTrn-2546	what is the language called in turkey	turkey language 
WebQTrn-2547	who was theodore roosevelt 's vice president	vice president theodore roosevelt
WebQTrn-255	what year was the new york blackout	new york blackout which year
WebQTrn-2551	where did the oakland raiders move from	oakland raiders come from
WebQTrn-2553	who were mary shelley 's parents	mary shelley parents
WebQTrn-2555	what do do in new york	to do new york
WebQTrn-2556	what are some of the religions in australia	religions in australia
WebQTrn-2557	what is the capital city of south carolina	capital south carolina
WebQTrn-2558	what language do they speak in indonesia	languages spoken in indonesia
WebQTrn-256	which countries have english as native language	countries that speak english as main language
WebQTrn-2560	what is the actual current local time now in uk	current local time uk
WebQTrn-2561	what are some of the awards taylor swift has won	awards taylor swift
WebQTrn-2562	what city did obama grow up in	barack obama grow up city
WebQTrn-2563	where did chris cuomo go	chris cuomo move where
WebQTrn-2564	where did gary coleman live when he died	gary coleman died where
WebQTrn-2565	what is there to do in palm springs	to do in palm springs
WebQTrn-2566	where is auburn university at	auburn university location
WebQTrn-2567	where was ronald reagan born and raised	ronald reagan birthplace
WebQTrn-2568	what county is morristown tn in	morristown tn county
WebQTrn-2572	which states does the connecticut river flow through	connecticut river flow cities
WebQTrn-2573	what are the biggest cities in illinois	biggest cities  illinois
WebQTrn-2576	what continent do the falkland islands belong to	falkland continent belong
WebQTrn-2578	which states touch canadian soil	states bordering canada
WebQTrn-258	what are major exports of the usa	united states major exports
WebQTrn-2580	what are the four harry potter house names	harry potter four house names
WebQTrn-2581	who has tim howard played for	tim howard play for
WebQTrn-2583	where does portuguese originate	portuguese origin
WebQTrn-2584	what currency in dominican republic should i bring	currency dominican republic
WebQTrn-2587	who is the current governor of georgia 2011	georgia governor 2011
WebQTrn-2588	where do navajo indians live	navajo indians live city
WebQTrn-259	what shows did kellie martin star in	kellie martin shows
WebQTrn-2590	what instrument does ringo starr play	ringo starr instrument
WebQTrn-2591	who are china 's trading partners	china's trading partners
WebQTrn-2592	what character did stan lee create	stan lee real created character
WebQTrn-2594	where did rich rodriguez get fired	rich rodriguez fired location
WebQTrn-2596	what happened to president james garfield	president james garfield what happened
WebQTrn-2597	what time zone am i in missouri	time zone missouri
WebQTrn-2598	who is paul mccartney 's current wife	paul mccartney wife
WebQTrn-2599	what channel is anderson cooper talk show on	anderson cooper talk show channel
WebQTrn-26	what year lebron james came to the nba	lebron james join nba time
WebQTrn-260	where did rihanna grow up	rihanna growing up place
WebQTrn-2600	what drugs were in whitney houston when she died	whitney houston drug cause death 
WebQTrn-2601	who did warren moon play for	warren moon affiliation
WebQTrn-2602	what brand of guitar does steve vai play	guitar brand by steve vai 
WebQTrn-2603	what do hungarian people speak	hungarian spoken language
WebQTrn-2604	what prep school did romney attend	mitt romney prep school
WebQTrn-2605	in what town did ned kelly and his family grow up	ned kelly family grow up town
WebQTrn-2606	what is bethenny frankel husband name	bethenny frankel husband name
WebQTrn-2609	who speaks stewie on family guy	 family guy stewie star
WebQTrn-261	where is whistler mountain located	location of whistler mounter
WebQTrn-2610	who influenced arthur conan doyle	 arthur conan doyle influenced by
WebQTrn-2611	when was samuel pepys	samuel pepys facts
WebQTrn-2616	who is kurt busch driving for now	kurt busch drive for 
WebQTrn-2617	who was charlemagne 's wife	charlemagne wife
WebQTrn-2618	where did woodrow wilson go to school	woodrow wilson which school
WebQTrn-262	what currency do i need in cuba	best currency to take to cuba
WebQTrn-2620	where can you buy amazon kindle	where to buy  amazon kindle 
WebQTrn-2621	who is angelina jolie 's husband	angelina jolie husband
WebQTrn-2623	what sports do people in france play	sport in france
WebQTrn-2625	what language do native american indians speak	native american indians spoken language
WebQTrn-2626	where did tennessee williams live	tennessee williams live city
WebQTrn-2628	what language do they in belgium	belgium spoken language
WebQTrn-2629	who plays walter in fringe	fringe walter actor 
WebQTrn-2630	where is port st lucie florida on the map	port st lucie florida map location 
WebQTrn-2631	what countries are the mediterranean	list of mediterranean countries
WebQTrn-2632	what city has the largest population in mexico	largest cities in mexico by population
WebQTrn-2633	who juan ponce de leon	juan ponce de leon
WebQTrn-2634	in what years did the new york yankees win the world series	new york yankees world series wins
WebQTrn-2635	what state is toronto in	toronto state 
WebQTrn-2637	where did the loma prieta earthquake occur	prieta earthquake occur location 
WebQTrn-2639	what is time zone in new orleans	time zone for new orleans
WebQTrn-2640	what type of poetry does john donne write	john donne poetry poetry type 
WebQTrn-2641	where did helen keller die	helen keller death location 
WebQTrn-2642	who is the current president of chile 2011	 president of chile 2011
WebQTrn-2648	what timezone is malaysia	malaysia time zone
WebQTrn-2649	where is alex smith from	alex smith birth place
WebQTrn-265	what sport does rebecca adlington compete in	rebecca adlington sport
WebQTrn-2650	where was alice walker born	alice walker facts
WebQTrn-2651	what do they speak iceland	iceland language spoken
WebQTrn-2654	who plays moira on the l word	 the l word shane actor
WebQTrn-2655	when did joe mcelderry won x factor	joe mcelderry x factor when
WebQTrn-2656	what is the major language of jamaica	language of jamaica
WebQTrn-2657	who was the members of blackstreet	blackstreet members 
WebQTrn-266	when did the christchurch quake happened	christchurch earthquake time
WebQTrn-2660	what does a american rottweiler look like	american rottweiler appearance 
WebQTrn-2661	who created the character of sherlock holmes	 sherlock holmes characters created by who
WebQTrn-2662	what does scottish people speak	scottish spoken language
WebQTrn-2663	who all has kim kardashian dated	kim kardashian dated 
WebQTrn-2666	what book did john steinbeck wrote about the people in the dust bowl	dust bowl john steinbeck book
WebQTrn-267	what other countries does canada trade with	countries canada trades with
WebQTrn-2671	what channel is the mtv vma awards on	mtv vma awards channel
WebQTrn-2672	what kind of currency does jamaica use	currency used in jamaica
WebQTrn-2673	what type of government does the nigeria have	type of government in nigeria
WebQTrn-2674	where is usc from	location of usc
WebQTrn-2675	what country was william shakespeare born	william shakespeare born country
WebQTrn-2677	where great britain on the world map	uk in world map
WebQTrn-2683	what year did the vietnam war happen	 vietnam war when
WebQTrn-2684	where do the broncos play	broncos where play
WebQTrn-2685	who inspired antonio vivaldi	 antonio vivaldi inspired who
WebQTrn-2687	what is jackie kennedy famous for	jackie kennedy known for
WebQTrn-2688	what currency is used in france before euro	currency france prior euro
WebQTrn-269	who played mason capwell	mason capwell actor
WebQTrn-2690	what major landforms are located in egypt	major landforms in egypt
WebQTrn-2691	who played nba finals 2010	 nba finals players 2010 
WebQTrn-2693	what state was ronald reagan governor of	state ronald reagan governor 
WebQTrn-2694	what is the most practiced religion in the united states	most practiced religion in the us
WebQTrn-2698	what airport to fly into to get to clearwater florida	closest airport to clearwater florida
WebQTrn-270	what is james madison most famous for	famous facts about james madison
WebQTrn-2700	what currency is used in hungary	currency used in hungary
WebQTrn-2703	what did thoreau die from	thoreau death cause
WebQTrn-2706	what years did the red sox win the world series	when red sox won world series
WebQTrn-2707	what war was woodrow wilson president for	woodrow wilson president involoving war
WebQTrn-2708	who is carl edwards racing for	carl edwards racing for 
WebQTrn-2710	where are the florida marlins from	florida marlins  origin
WebQTrn-2711	what is the main religion in eastern europe	main religion in eastern europe
WebQTrn-2712	what language does romanian people speak	languages spoken in romania
WebQTrn-2713	what date was john adams elected president	when john adams elect presidency
WebQTrn-2714	who nominated stephen g. breyer	stephen g. breyer nominees
WebQTrn-2717	which party was lincoln	party of lincoln
WebQTrn-2718	who are the two current illinois senators	current illinois senators
WebQTrn-2719	what did robin gibb died from	robin gibb cause of death
WebQTrn-2721	what were adolf hitler 's parents names	adolf hitler parents
WebQTrn-2722	what did jordyn wieber win gold for	jordyn wieber win gold reason
WebQTrn-2724	what did robert hooke discover	robert hooke discovery
WebQTrn-2725	what does michael jackson like to eat	michael jackson preferred food 
WebQTrn-2726	who owns the new england patriots football team	new england patriots football team owner 
WebQTrn-2729	what airport fly into for maui	airport fly to maui
WebQTrn-273	during what war did abraham lincoln serve as president	war during abraham lincoln presidency
WebQTrn-2732	who is the falcons kicker	oldest kicker 
WebQTrn-2735	who won governor race in indiana	ohio governor race result
WebQTrn-2736	what languages do people speak in egypt	languages spoken in egypt
WebQTrn-274	who are shakespeare 's parents names	names of shakespeare's parents
WebQTrn-2740	who plays alan parrish in jumanji	alan parrish jumanji actor
WebQTrn-2743	who is the coach of the la lakers	los angeles lakers coach
WebQTrn-2748	what language do they speak thailand	languages spoken in thailand
WebQTrn-2749	what are the major religions in poland	major religions in poland
WebQTrn-275	where is she from shakira	shakira birth place
WebQTrn-2750	what is the san francisco giants mascot	sf giants mascot
WebQTrn-2751	where was tupac born	 tupac birthplace
WebQTrn-2752	where is the main headquarters of the un	headquarters of the united nations
WebQTrn-2754	who played as barney	barney actor
WebQTrn-2757	what language do they speak in spain wikipedia	language spoken in spain
WebQTrn-2760	where did the arizona diamondbacks play	arizona diamondbacks shot location 
WebQTrn-2762	what country was theodor schwann born in	theodor schwann born country
WebQTrn-2763	where is the fukushima daiichi located	fukushima daiichi location
WebQTrn-2764	what country was bin laden from	bin laden origin country
WebQTrn-2765	who plays claudia joy on army wives	claudia joy  actor in army wives
WebQTrn-2766	where did darfur happen	darfur situation
WebQTrn-2767	what language does greece use	languages spoken in greece
WebQTrn-2769	who was the prime minister of australia in 1958	 prime minister of australia 1958
WebQTrn-277	who did hera marry	hera spouse
WebQTrn-2771	what movies has taylor momsen been in	taylor momsen movies
WebQTrn-2773	what was henry ford best known for	henry ford known for
WebQTrn-2775	what education does jeff corwin have	jeff corwin education
WebQTrn-2779	who was the real erin brockovich	 real erin brockovich
WebQTrn-2782	what position does mitt romney hold	mitt romney height
WebQTrn-2783	who is country singer jewel married to	country singer jewel spouse
WebQTrn-2784	what movies does tupac act in	movies tupac played in
WebQTrn-2786	where does the appalachian trail run through	location appalachian trail
WebQTrn-2787	where is burundi located on a map	burundi located map
WebQTrn-2789	what unicef stands for	unicef stands for
WebQTrn-279	what language they speak in the philippines	languages spoken in the philippines
WebQTrn-2790	what clubs has messi played for	messi club plays for
WebQTrn-2791	where is merrell shoes headquarters	merrell shoes headquarters
WebQTrn-2792	who does the uk trade with	uk trade tarrif
WebQTrn-2798	what year did detroit pistons win the championship	detroit pistons championship when
WebQTrn-280	where is the kakadu national park located	kakadu national park location
WebQTrn-2800	what movies did matt bomer play in	matt bomer played moive
WebQTrn-2801	who is ellen bernstein	ellen bernstein
WebQTrn-2803	when was reagan inaugurated	reagan inaugurate year
WebQTrn-2805	what kind of education did barack obama have	barack obama's education
WebQTrn-2807	what did james k polk believe in	james k polk religion 
WebQTrn-2808	what currency does south africa have	currency used in south africa
WebQTrn-2809	where did jerome david salinger died	jerome david salinger death location
WebQTrn-2810	what religions are recognized in canada	major religions in canada
WebQTrn-2811	what airport is closest to cancun	airport close cancun
WebQTrn-2812	where is somalia located	location somalia
WebQTrn-2813	who played lex luthor in the original superman	lex luthor superman
WebQTrn-2814	who is the head coach of the chicago blackhawks	chicago blackhawks head coaches
WebQTrn-2815	where was john f kennedy raised	 john f kennedy birthplace
WebQTrn-2816	what does kat dennings star in	kat dennings movies
WebQTrn-2818	where does volga river start	volga river origin
WebQTrn-2819	what are the major sports played in venezuela	major sports  in venezuela
WebQTrn-282	what money does jamaica use	currency used in jamaica
WebQTrn-2820	what did roger sherman do for a living	roger sherman job
WebQTrn-2822	what was the political system in libya	political system libya
WebQTrn-2825	what the currency in argentina	currency used in argentina
WebQTrn-2826	where does eddie bravo teach	eddie bravo teach location 
WebQTrn-2827	when did michael schumacher win his first title	michael schumacher when first championships
WebQTrn-2828	where does sally pearson live	sally pearson live city
WebQTrn-2829	what college chris paul go to	chris paul college
WebQTrn-283	what year did william mckinley became president	president william mckinley start year
WebQTrn-2830	where is madeira	madeira location 
WebQTrn-2831	what country is joseph prince from	joseph prince country 
WebQTrn-2835	what things did thomas edison invent	list of thomas edison inventions
WebQTrn-2836	where is the sistine chapel by michelangelo	sistine chapel by michelangelo location 
WebQTrn-2837	who has played edward quartermaine on general hospital	general hospital edward quartermaine actor
WebQTrn-2840	where is christina aguilera from	christina aguilera origin 
WebQTrn-2841	what are fun things to do in philadelphia	to do in philadelphia
WebQTrn-2843	where did jackie robinson go to school	jackie robinson high school where
WebQTrn-2846	who plays stacey in zoey 101	zoey 101 stacey actor
WebQTrn-2847	when did sanchez leave usc	sanchez when leave usc 
WebQTrn-2849	where was f scott fitzgerald education	 f scott fitzgerald eduction location 
WebQTrn-2850	on what continent is canada found	canada continent
WebQTrn-2852	who is married to jane krakowski	jane krakowski spouse
WebQTrn-2853	what role did tom cruise play in endless love	tom cruise role in endless love
WebQTrn-2856	what countries in the world speak arabic	countries speak arabic
WebQTrn-2857	what 4 states border the pacific ocean	state border pacific ocean
WebQTrn-2858	what to do in nadi fiji	to do in nadi fiji
WebQTrn-2859	who is francis bacon and what did he do	facts about francis bacon
WebQTrn-286	who owns aston martin 2012	aston martin owners in 2012
WebQTrn-2860	what is the dominant language of jamaica	language sploken jamaica
WebQTrn-2864	what university did tony romo go to	tony romo university
WebQTrn-2865	where is bosnia	bosnia location
WebQTrn-2866	what countries speak german as a first language	countries speak german first language 
WebQTrn-2867	where is amazon based out of	 amazon headquater 
WebQTrn-287	what disease has jack osbourne got	jack osbourne disease
WebQTrn-2871	what is there to see near the grand canyon	to do in  grand canyon
WebQTrn-2877	what war did george washington help win	george washington winning war
WebQTrn-2878	where does danny ainge live	danny ainge living city
WebQTrn-2879	what college did steve jobs attend	steve jobs attending college
WebQTrn-2880	where was anne frank born	anne frank birthplace 
WebQTrn-2882	what company did verizon used to be	verizon past company
WebQTrn-2883	who was king tut 's wife	king tut wife
WebQTrn-2884	what team did magic johnson play for	magic johnson played team
WebQTrn-2885	what are the kennedys	fact kennedy's
WebQTrn-2887	where is sarajevo located	sarajevo location
WebQTrn-2888	what is the official language in china	official language china
WebQTrn-289	who will david beckham play for in 2013	david beckham team in 2013
WebQTrn-2890	what teams are left in the nfl	 teams in nfl
WebQTrn-2891	what art movement was pablo picasso part of	pablo picasso art movement
WebQTrn-2892	what type of business is mitt romney in	mitt romney business 
WebQTrn-2893	what language do they speak in egyptian	languages spoken in egypt
WebQTrn-2894	what are historical places in new york	historical places new york
WebQTrn-2898	what war was george washington president during	george washington president war
WebQTrn-2899	when did miami dolphins win super bowl	miami dolphins super bowl when wins
WebQTrn-2900	what timezone is minnesota in	minnesota time zone
WebQTrn-2904	where did lauren conrad live	 lauren conrad live city 
WebQTrn-2908	what movies johnny depp is in	movies johnny depp played in
WebQTrn-2909	where did matthias schleiden do his work	matthias schleiden job location 
WebQTrn-2913	what is the current leader of japan	current leader japan
WebQTrn-2914	how much indiana jones movies are there	indiana jones how many moives 
WebQTrn-2915	what does george soros own	george soros own
WebQTrn-2916	what kind of money should i bring to dominican	currency used in dominican
WebQTrn-2917	who is the president of ecuador in 2012	president ecuador 2012
WebQTrn-292	what county is novato california in	novato california country
WebQTrn-2920	where does frida kahlo live now	frida kahlo living city
WebQTrn-2922	where did marco rubio go to college	marco rubio college location
WebQTrn-2925	where was emperor tiberius born	emperor tiberius birthplace
WebQTrn-2927	what county is novato in	novato country 
WebQTrn-2928	who did president kennedy marry	president  kennedy spouse
WebQTrn-293	what are the basic beliefs of sikhism	beliefs of sikhism
WebQTrn-2933	what does matt dallas do now	 matt dallas job 
WebQTrn-2936	what type of cancer did donna summer died from	donna summer cancer type
WebQTrn-2937	where 's the hudson river	location hudson river
WebQTrn-2939	what did jerry sandusky do to the children	jerry sandusky  to children
WebQTrn-294	where did hernando cortez die	death place hernando cortes
WebQTrn-2940	where does the jordan river end	 jordan river end location
WebQTrn-2941	what is the state flower of pennsylvania	state flower of pennsylvania
WebQTrn-2942	what school did michael jackson attend	michael jackson school
WebQTrn-2943	what does kenya moore do for a living	kenya moore job 
WebQTrn-2944	what country is barack obama from	barack obama nationality
WebQTrn-2945	who was wale signed to	wale signed to 
WebQTrn-2946	who did tyson chandler play for	tyson chandler play for
WebQTrn-2947	what character did liv tyler play in lord of the rings	liv tyler character in lord of the rings 
WebQTrn-2949	when did romney first run for president	 romney when first run for president
WebQTrn-295	who was liz taylor married too	liz taylor husbands
WebQTrn-2950	what did barack obama do before he took office	barack obama past job before president
WebQTrn-2955	what are countries in south asia	countries in south asia
WebQTrn-2959	what was howard carter 's job	howard carter past job 
WebQTrn-296	where was the ancient region of mesopotamia	ancient region of mesopotamia
WebQTrn-2968	what time zone is new england usa in	time zone new england usa
WebQTrn-2969	where was the vietnam war located	vietnam war location 
WebQTrn-297	who was real housewives brandi married to	real housewives married brandi
WebQTrn-2971	where is aviano air force base located	aviano air force base location
WebQTrn-2972	who is the owner of the philadelphia eagles	philadelphia eagles owner
WebQTrn-2974	what was antonio vivaldi known for	antonio vivaldi known for
WebQTrn-2975	what movies does johnny depp play in	movies johnny depp played in
WebQTrn-2977	who is the coach of the pittsburgh steelers 2005	pittsburgh steelers cocach 2005
WebQTrn-2983	what country did the zulu live in	zulu live country 
WebQTrn-2984	where was president chester arthur born	chester arthur president birthplace
WebQTrn-2985	where to fly in for galapagos islands	airport to galapagos islands
WebQTrn-2986	who has tom brady played for	tom brady  played for
WebQTrn-2987	who are betty white 's husbands	betty white husbands
WebQTrn-2988	what are the major languages spoken in italy	languages spoken in italy
WebQTrn-2989	what time is it in lake havasu city arizona	lake havasu city arizona time 
WebQTrn-299	what 's the book hitler wrote in prison	book written by prisoner hitler
WebQTrn-2990	what years have the giants won the world series	giants world series wins year
WebQTrn-2991	where did nick clegg go to prep school	school nick clegg 
WebQTrn-2992	where did laura bush grow up	laura bush grow up city
WebQTrn-2995	what is a judge in the supreme court called	judge name supreme court
WebQTrn-2996	what did johannes kepler accomplish	johannes kepler accomplishments
WebQTrn-2997	what college did edgar allan poe go to	edgar allan poe college
WebQTrn-3	what country is the grand bahama island in	grand bahama island country
WebQTrn-30	which wife did king henry behead	king henry wives executed
WebQTrn-300	where is the ottoman empire located	ottoman empire location
WebQTrn-3000	what kind of language do china speak	 spoken language china
WebQTrn-3001	where is the singapore zoo	singapore zoo location 
WebQTrn-3002	what town was abe lincoln born in	abe lincoln birthplace
WebQTrn-3005	what challenges did helen keller have to face	helen keller facing challenges
WebQTrn-3008	where does morrissey live 2010	morrissey living city 2010
WebQTrn-3009	what teams did jim harbaugh play for	jim harbaugh play for team
WebQTrn-301	which city held the summer olympics twice	cities that hosted summer olympics twice
WebQTrn-3011	where did toussaint louverture live	toussaint louverture live city
WebQTrn-3013	who has the voice of stewie griffin	voice of stewie griffin
WebQTrn-3016	who is the senator of the state of texas	senator for texas
WebQTrn-3019	who is the voice actor for eric cartman	eric cartman voice actor 
WebQTrn-302	who are the green bay packers owned by	owner of green bay packers
WebQTrn-3020	what language do irish people speak	languages spoken in ireland
WebQTrn-3021	what is the currency used in brazil	currency in brazil
WebQTrn-3025	who is the governor of indiana 2012	governor of indiana 2012
WebQTrn-3027	who did jerry rice retire with	jerry rice retire affiliation
WebQTrn-3028	what are the official languages of the dominican republic	dominican republic official language
WebQTrn-3031	where was ted kennedy buried	ted kennedy bury location 
WebQTrn-3033	what state toronto located	toronto state location 
WebQTrn-3035	who is the governor of wyoming currently	governor of wyoming
WebQTrn-3036	who was the president of indian national congress	 president indian national congress
WebQTrn-3037	where do most of the people in egypt live	most populated place egypt
WebQTrn-3038	where was benjamin franklin raised	benjamin franklin birthplace
WebQTrn-3039	what language does egyptians use	 egyptian used language
WebQTrn-304	what languages are there in switzerland	most spoken language in switzerland
WebQTrn-3040	where do people speak burmese	burmese used place
WebQTrn-3042	what is phoebe halliwell 's real name	phoebe halliwell real name
WebQTrn-3043	what is the name of the capital of spain	capital of spain
WebQTrn-3044	what is afghanistan money called	money afghanistan
WebQTrn-3047	where are facebook headquarters located	facebook headquarters location
WebQTrn-3048	what was the roman political system	 rome political system
WebQTrn-3049	what is atlanta ga famous for	atlanta ga famous for
WebQTrn-3051	where is the pepsi center	 pepsi center location 
WebQTrn-3052	who plays hermione granger	hermione granger actress
WebQTrn-3053	what inspired m.c. escher to become an artist	m.c. escher inspiration people 
WebQTrn-3056	what county is denver colorado in	denver colorado county name
WebQTrn-3058	what kind of government iran have	iran type of government
WebQTrn-306	what does australia export	australia's main exports
WebQTrn-3062	who is shania twain 's husband	shania twain husband
WebQTrn-3066	what are the gods of islam	name of islam god
WebQTrn-3067	what was vasco nunez de balboa original purpose of his journey	vasco nunez de balboa purpose journey 
WebQTrn-3068	what team did kaka play for in 2009	kaka play for team 2009
WebQTrn-307	where did henry knox die	henry knox death place
WebQTrn-3071	what guitar did clapton play	clapton guitar
WebQTrn-3072	who did joseph from the bible marry	joseph spouse from bible
WebQTrn-3073	what did sir john frederick william herschel do	sir john frederick william herschel past job
WebQTrn-3074	what is a famous person from massachusetts	famous person from massachusetts
WebQTrn-3078	where did wassily kandinsky work	job wassily kandinsky
WebQTrn-3080	when did the arab israeli war start	arab israeli war when start 
WebQTrn-3081	who influenced michael jackson	michael jackson influenced by who
WebQTrn-3082	what all countries are in south america	countries in south america
WebQTrn-3083	who was the leader of the ussr in 1948	leader ussr 1948
WebQTrn-3084	what country does japan export to	japan export to which contry
WebQTrn-3085	what ship did sir francis drake travel on	sir francis drake travel ship
WebQTrn-3087	what does united church of christ believe	united church of christ believe
WebQTrn-3089	which province is calgary canada in	calgary canada province
WebQTrn-3090	what university did barack obama attend	barack obama university
WebQTrn-3091	when did venus williams win wimbledon	venus williams wimbledon when 
WebQTrn-3092	who is neil patrick harris dating	neil patrick harris date
WebQTrn-3093	where is the capital city of assyrians	capital assyrians
WebQTrn-3094	who is aidan quinn	aidan quinn
WebQTrn-3095	what type of political system is iran	iran political system
WebQTrn-3099	what timezone is virginia in	virginia time zone
WebQTrn-31	who was ishmael 's mom	ishmael mother
WebQTrn-310	who is married to garry trudeau	garry trudeau wife
WebQTrn-3100	what is the dominican republic part of	facts about the dominican republic
WebQTrn-3103	what year did arizona cardinals go to superbowl	arizona cardinals super bowl year 
WebQTrn-3104	where does spencer pratt go to school	 spencer pratt school location
WebQTrn-3105	what did charles babbage make	charles babbage accomplishment
WebQTrn-3109	what colleges did alice walker attend	alice walker colleges
WebQTrn-3110	what schools did barack obama attend	barack obama college
WebQTrn-3111	where is the french alps located	french alps location
WebQTrn-3112	what year was peyton manning 's rookie year	peyton manning rookie year
WebQTrn-3113	who was peter frampton married to	peter frampton spouse 
WebQTrn-3114	what is the hawaii time zone	hawaii time zone 
WebQTrn-3116	what teams did manny ramirez play for	manny ramirez team
WebQTrn-3118	what other jobs did benjamin franklin have	benjamin franklin occupation
WebQTrn-312	what language do they speak in northern ireland	languages spoken in northern ireland
WebQTrn-3122	what kind of guitar does lindsey buckingham play	lindsey buckingham play guitar
WebQTrn-3123	what college did joe namath attend	joe namath college
WebQTrn-3125	what city uses gmt	 gmt city list 
WebQTrn-3128	what zip code is chicago il	zip code chicago il
WebQTrn-3129	what is the political system in argentina	type of government in argentina
WebQTrn-313	what countries make up continental europe	name the countries in european continent
WebQTrn-3130	what did andrew johnson die from	andrew johnson death cause
WebQTrn-3131	who is the governor of oregon 2012	governor of oregon 2012
WebQTrn-3133	what is janelle monae famous for	janelle monae known for
WebQTrn-3136	what four regions make up the united kingdom	regions make up uk
WebQTrn-314	what do abrahamic religions have in common	similarities among abrahamic religions
WebQTrn-3140	what kind of political system does iran have	iran political system
WebQTrn-3141	where was anne hathaway born	anne hathaway birthplace
WebQTrn-3142	who did bryce dallas howard play in eclipse	bryce dallas howard  character eclipse
WebQTrn-3143	who owns audi 2011	audi owner 2011
WebQTrn-3146	what are the two dialects of chinese	dialects  chinese
WebQTrn-3147	who was michael jackson in the wiz	michael jackson wiz
WebQTrn-3148	where is washington dc located what state	washington dc location 
WebQTrn-3149	what county is duluth in	duluth in county
WebQTrn-315	what did johnny crawford sing	songs by johnny crawford
WebQTrn-3151	what is the major language spoken in greece	language spoken in greece
WebQTrn-3152	who wrote luke bryan 's drunk on you	luke bryan 's drunk author
WebQTrn-3153	what time is it in japan 24 hour clock	gmt time 24 hour clock
WebQTrn-3158	what boudicca do	 boudicca job
WebQTrn-316	what did abraham lincoln do before he was president	abraham lincoln before presidency
WebQTrn-3161	where did sir john a macdonald die	sir john a macdonald death locaion 
WebQTrn-3162	what kind of money in aruba	money in aruba
WebQTrn-3164	where did martin luther king jr get shot	martin luther king jr. death place
WebQTrn-3167	who was darth vader in episode 3	darth vader actor episode 3
WebQTrn-3169	what is the currency in the republic of congo	republic of congo currency
WebQTrn-317	what sport does sally pearson compete in	sally pearson sport
WebQTrn-3171	who is the political leader of japan	leader of japan 
WebQTrn-3172	what country did giovanni da verrazano represent	giovanni da verrazano represnting country
WebQTrn-3173	when was saint nicholas died	saint nicholas death time
WebQTrn-3174	what countries does germany share borders with	countries bordering germany
WebQTrn-3175	what city is the jacksonville jaguars from	acksonville jaguars origin city 
WebQTrn-3177	where is the time zone in florida	time zone florida
WebQTrn-3179	what county is clearwater fl in	clearwater fl county
WebQTrn-318	where is atlanta texas located	atlanta, texas location
WebQTrn-3180	what type of political system is spain	spain political system
WebQTrn-3182	what are the names of snoopy brothers and sisters	snoopy brothers and sisters name
WebQTrn-3185	what is thomas edison 's most famous for	thomas edison most known for
WebQTrn-3186	what does jennifer lopez do	jennifer lopez job 
WebQTrn-3187	what country was dmitri mendeleev born	dmitri mendeleev born country
WebQTrn-3189	what is the capital city of west germany	capital of west germany
WebQTrn-319	who did elton john marry first	elton john first marriage
WebQTrn-3190	what money system does australia use	currency used in australia
WebQTrn-3191	when did herman cain run for president	herman cain run for president
WebQTrn-3194	where does president barack obama live	president barack obama liv city 
WebQTrn-3198	what movies has selena gomez starred in	selena gomez movies list
WebQTrn-3199	what highschool did khloe kardashian go to	kourtney kardashian highschool
WebQTrn-320	where is tom cruise from	tom cruise place of birth
WebQTrn-3200	who is the 2011 heisman trophy winner	2011 heisman trophy winner
WebQTrn-3203	what contribution did hooke made to science in 1665	hooke contribution science 1665
WebQTrn-3208	who owns the chrysler corporation	chrysler corporation owner
WebQTrn-321	what movies did madonna appear in	movies madonna starred in
WebQTrn-3211	who was michael j fox	michael j fox
WebQTrn-3212	what movies did jenna dewan play in	jenna dewan played movies
WebQTrn-3213	what is the bosnian language	bosnian language
WebQTrn-3215	where is shawn johnson gymnast from	shawn johnson gymnast origin 
WebQTrn-3217	what writers influenced charles dickens	charles dickens influenced by 
WebQTrn-322	where does leland chapman live now	leland chapman resident place now
WebQTrn-3221	where did the florida marlins	florida marlins location 
WebQTrn-3222	what movies did taylor lautner star in	taylor lautner played movies
WebQTrn-3225	what language did the egyptians	 egyptian language spoken
WebQTrn-3226	who plays sarah marshall	sarah marshall actor 
WebQTrn-3227	what did skinner believe	skinner believe
WebQTrn-323	where was the roman colosseum located	location of the roman colosseum
WebQTrn-3230	who plays marlo on the wire	omar actor wire
WebQTrn-3231	what is the zip code for inglewood california	zip code for inglewood ca
WebQTrn-3232	who was the first actor to play edward quartermaine	actor edward quartermaine
WebQTrn-3233	where did the founder of google go to college	founder of google college location 
WebQTrn-3235	what made roald dahl famous	roald dahl famous for 
WebQTrn-3236	what school did martin luther king jr attend	martin luther king jr attened school
WebQTrn-3237	who did lenny kravitz marry	lenny kravitz spouse 
WebQTrn-3239	who coached the dallas cowboys in 1996	coach of dallas cowboys 1996
WebQTrn-324	what date was abraham lincoln inaugurated	abraham lincoln inauguration date 
WebQTrn-3240	what country did ponce de leon live in	ponce de leon live country
